Freq.	V(n003)
2.19488265378535e+002	(-8.99486181528412e-007dB,-2.60752041267869e-002°)
2.19640455789932e+002	(-9.00733997291255e-007dB,-2.60932843439136e-002°)
2.19792751728252e+002	(-9.01983547879570e-007dB,-2.61113770976306e-002°)
2.19945153266667e+002	(-9.03234829436047e-007dB,-2.61294823966317e-002°)
2.20097660478397e+002	(-9.04487844853670e-007dB,-2.61476002496146e-002°)
2.20250273436716e+002	(-9.05742599918404e-007dB,-2.61657306652843e-002°)
2.20402992214947e+002	(-9.06999097523234e-007dB,-2.61838736523517e-002°)
2.20555816886464e+002	(-9.08257336703833e-007dB,-2.62020292195340e-002°)
2.20708747524693e+002	(-9.09517322281838e-007dB,-2.62201973755530e-002°)
2.20861784203108e+002	(-9.10779057150234e-007dB,-2.62383781291386e-002°)
2.21014926995238e+002	(-9.12042539380366e-007dB,-2.62565714890255e-002°)
2.21168175974659e+002	(-9.13307775722528e-007dB,-2.62747774639548e-002°)
2.21321531215002e+002	(-9.14574767141049e-007dB,-2.62929960626736e-002°)
2.21474992789946e+002	(-9.15843514600256e-007dB,-2.63112272939349e-002°)
2.21628560773221e+002	(-9.17114022921788e-007dB,-2.63294711664981e-002°)
2.21782235238611e+002	(-9.18386294034301e-007dB,-2.63477276891285e-002°)
2.21936016259949e+002	(-9.19660331795106e-007dB,-2.63659968705970e-002°)
2.22089903911119e+002	(-9.20936137168532e-007dB,-2.63842787196819e-002°)
2.22243898266057e+002	(-9.22213711118906e-007dB,-2.64025732451668e-002°)
2.22397999398749e+002	(-9.23493056539213e-007dB,-2.64208804558405e-002°)
2.22552207383235e+002	(-9.24774175358108e-007dB,-2.64392003604992e-002°)
2.22706522293605e+002	(-9.26057074325885e-007dB,-2.64575329679446e-002°)
2.22860944203998e+002	(-9.27341752478218e-007dB,-2.64758782869844e-002°)
2.23015473188608e+002	(-9.28628212708089e-007dB,-2.64942363264342e-002°)
2.23170109321678e+002	(-9.29916457908482e-007dB,-2.65126070951118e-002°)
2.23324852677505e+002	(-9.31206489043726e-007dB,-2.65309906018449e-002°)
2.23479703330434e+002	(-9.32498310935459e-007dB,-2.65493868554661e-002°)
2.23634661354865e+002	(-9.33791923583682e-007dB,-2.65677958648126e-002°)
2.23789726825247e+002	(-9.35087329881379e-007dB,-2.65862176387303e-002°)
2.23944899816082e+002	(-9.36384537543170e-007dB,-2.66046521860695e-002°)
2.24100180401923e+002	(-9.37683539818765e-007dB,-2.66230995156873e-002°)
2.24255568657376e+002	(-9.38984348280093e-007dB,-2.66415596364466e-002°)
2.24411064657097e+002	(-9.40286960034175e-007dB,-2.66600325572167e-002°)
2.24566668475794e+002	(-9.41591378938319e-007dB,-2.66785182868725e-002°)
2.24722380188229e+002	(-9.42897604992529e-007dB,-2.66970168342970e-002°)
2.24878199869213e+002	(-9.44205645911423e-007dB,-2.67155282083757e-002°)
2.25034127593610e+002	(-9.45515499766350e-007dB,-2.67340524180039e-002°)
2.25190163436336e+002	(-9.46827171378946e-007dB,-2.67525894720812e-002°)
2.25346307472359e+002	(-9.48140662677869e-007dB,-2.67711393795130e-002°)
2.25502559776699e+002	(-9.49455976556101e-007dB,-2.67897021492141e-002°)
2.25658920424428e+002	(-9.50773113977972e-007dB,-2.68082777901004e-002°)
2.25815389490670e+002	(-9.52092078800791e-007dB,-2.68268663110977e-002°)
2.25971967050601e+002	(-9.53412874881871e-007dB,-2.68454677211367e-002°)
2.26128653179448e+002	(-9.54735503185539e-007dB,-2.68640820291545e-002°)
2.26285447952493e+002	(-9.56059964676125e-007dB,-2.68827092440953e-002°)
2.26442351445068e+002	(-9.57386265139594e-007dB,-2.69013493749060e-002°)
2.26599363732557e+002	(-9.58714403611619e-007dB,-2.69200024305457e-002°)
2.26756484890398e+002	(-9.60044385878168e-007dB,-2.69386684199722e-002°)
2.26913714994080e+002	(-9.61376213867895e-007dB,-2.69573473521576e-002°)
2.27071054119145e+002	(-9.62709887580802e-007dB,-2.69760392360755e-002°)
2.27228502341186e+002	(-9.64045409909873e-007dB,-2.69947440807048e-002°)
2.27386059735850e+002	(-9.65382788569728e-007dB,-2.70134618950330e-002°)
2.27543726378837e+002	(-9.66722020667386e-007dB,-2.70321926880541e-002°)
2.27701502345897e+002	(-9.68063111024486e-007dB,-2.70509364687649e-002°)
2.27859387712834e+002	(-9.69406062534011e-007dB,-2.70696932461724e-002°)
2.28017382555506e+002	(-9.70750877124617e-007dB,-2.70884630292899e-002°)
2.28175486949820e+002	(-9.72097556724961e-007dB,-2.71072458271332e-002°)
2.28333700971739e+002	(-9.73446103263698e-007dB,-2.71260416487271e-002°)
2.28492024697278e+002	(-9.74796521562466e-007dB,-2.71448505031023e-002°)
2.28650458202503e+002	(-9.76148812585596e-007dB,-2.71636723992954e-002°)
2.28809001563534e+002	(-9.77502983083379e-007dB,-2.71825073463494e-002°)
2.28967654856543e+002	(-9.78859026305525e-007dB,-2.72013553533138e-002°)
2.29126418157757e+002	(-9.80216955752620e-007dB,-2.72202164292440e-002°)
2.29285291543454e+002	(-9.81576766603028e-007dB,-2.72390905832026e-002°)
2.29444275089964e+002	(-9.82938465607041e-007dB,-2.72579778242547e-002°)
2.29603368873673e+002	(-9.84302051800333e-007dB,-2.72768781614793e-002°)
2.29762572971016e+002	(-9.85667532897527e-007dB,-2.72957916039541e-002°)
2.29921887458484e+002	(-9.87034903112657e-007dB,-2.73147181607668e-002°)
2.30081312412621e+002	(-9.88404173053327e-007dB,-2.73336578410108e-002°)
2.30240847910022e+002	(-9.89775340790884e-007dB,-2.73526106537856e-002°)
2.30400494027337e+002	(-9.91148413075621e-007dB,-2.73715766081972e-002°)
2.30560250841268e+002	(-9.92523389907539e-007dB,-2.73905557133578e-002°)
2.30720118428571e+002	(-9.93900274179622e-007dB,-2.74095479783867e-002°)
2.30880096866054e+002	(-9.95279066856198e-007dB,-2.74285534124057e-002°)
2.31040186230580e+002	(-9.96659772758906e-007dB,-2.74475720245498e-002°)
2.31200386599065e+002	(-9.98042394780729e-007dB,-2.74666038239560e-002°)
2.31360698048477e+002	(-9.99426933885997e-007dB,-2.74856488197656e-002°)
2.31521120655837e+002	(-1.00081339489635e-006dB,-2.75047070211320e-002°)
2.31681654498223e+002	(-1.00220177974044e-006dB,-2.75237784372086e-002°)
2.31842299652762e+002	(-1.00359208938260e-006dB,-2.75428630771607e-002°)
2.32003056196637e+002	(-1.00498432575148e-006dB,-2.75619609501575e-002°)
2.32163924207084e+002	(-1.00637849849036e-006dB,-2.75810720653732e-002°)
2.32324903761393e+002	(-1.00777460277760e-006dB,-2.76001964319903e-002°)
2.32485994936906e+002	(-1.00917264343485e-006dB,-2.76193340591974e-002°)
2.32647197811021e+002	(-1.01057262335508e-006dB,-2.76384849561890e-002°)
2.32808512461188e+002	(-1.01197454639561e-006dB,-2.76576491321664e-002°)
2.32969938964911e+002	(-1.01337841448510e-006dB,-2.76768265963369e-002°)
2.33131477399747e+002	(-1.01478422665921e-006dB,-2.76960173579136e-002°)
2.33293127843309e+002	(-1.01619199352555e-006dB,-2.77152214261184e-002°)
2.33454890373262e+002	(-1.01760170929816e-006dB,-2.77344388101778e-002°)
2.33616765067325e+002	(-1.01901338458463e-006dB,-2.77536695193234e-002°)
2.33778752003271e+002	(-1.02042701649200e-006dB,-2.77729135627961e-002°)
2.33940851258928e+002	(-1.02184261177055e-006dB,-2.77921709498387e-002°)
2.34103062912176e+002	(-1.02326016849163e-006dB,-2.78114416897081e-002°)
2.34265387040951e+002	(-1.02467968954822e-006dB,-2.78307257916598e-002°)
2.34427823723242e+002	(-1.02610118169062e-006dB,-2.78500232649589e-002°)
2.34590373037092e+002	(-1.02752464781181e-006dB,-2.78693341188794e-002°)
2.34753035060598e+002	(-1.02895008791178e-006dB,-2.78886583626975e-002°)
2.34915809871912e+002	(-1.03037750199056e-006dB,-2.79079960056960e-002°)
2.35078697549239e+002	(-1.03180689969140e-006dB,-2.79273470571682e-002°)
2.35241698170839e+002	(-1.03323828004998e-006dB,-2.79467115264105e-002°)
2.35404811815027e+002	(-1.03467164499496e-006dB,-2.79660894227273e-002°)
2.35568038560171e+002	(-1.03610699838365e-006dB,-2.79854807554266e-002°)
2.35731378484693e+002	(-1.03754434503769e-006dB,-2.80048855338272e-002°)
2.35894831667072e+002	(-1.03898368109977e-006dB,-2.80243037672514e-002°)
2.36058398185837e+002	(-1.04042502007047e-006dB,-2.80437354650280e-002°)
2.36222078119576e+002	(-1.04186835519951e-006dB,-2.80631806364953e-002°)
2.36385871546929e+002	(-1.04331369227285e-006dB,-2.80826392909935e-002°)
2.36549778546591e+002	(-1.04476103611213e-006dB,-2.81021114378731e-002°)
2.36713799197311e+002	(-1.04621038671735e-006dB,-2.81215970864878e-002°)
2.36877933577895e+002	(-1.04766174794582e-006dB,-2.81410962461990e-002°)
2.37042181767199e+002	(-1.04911512172621e-006dB,-2.81606089263788e-002°)
2.37206543844140e+002	(-1.05057051288013e-006dB,-2.81801351363991e-002°)
2.37371019887683e+002	(-1.05202792140761e-006dB,-2.81996748856421e-002°)
2.37535609976853e+002	(-1.05348735309460e-006dB,-2.82192281834949e-002°)
2.37700314190728e+002	(-1.05494880986977e-006dB,-2.82387950393535e-002°)
2.37865132608439e+002	(-1.05641229366175e-006dB,-2.82583754626188e-002°)
2.38030065309175e+002	(-1.05787780736355e-006dB,-2.82779694626967e-002°)
2.38195112372178e+002	(-1.05934535290382e-006dB,-2.82975770490011e-002°)
2.38360273876744e+002	(-1.06081493896151e-006dB,-2.83171982309551e-002°)
2.38525549902228e+002	(-1.06228655685766e-006dB,-2.83368330179832e-002°)
2.38690940528035e+002	(-1.06376021912854e-006dB,-2.83564814195190e-002°)
2.38856445833629e+002	(-1.06523592770281e-006dB,-2.83761434450049e-002°)
2.39022065898527e+002	(-1.06671368354479e-006dB,-2.83958191038862e-002°)
2.39187800802301e+002	(-1.06819348569016e-006dB,-2.84155084056143e-002°)
2.39353650624579e+002	(-1.06967534378219e-006dB,-2.84352113596515e-002°)
2.39519615445045e+002	(-1.07115925782088e-006dB,-2.84549279754633e-002°)
2.39685695343437e+002	(-1.07264523166356e-006dB,-2.84746582625225e-002°)
2.39851890399548e+002	(-1.07413326338155e-006dB,-2.84944022303094e-002°)
2.40018200693228e+002	(-1.07562336068949e-006dB,-2.85141598883077e-002°)
2.40184626304380e+002	(-1.07711552648036e-006dB,-2.85339312460132e-002°)
2.40351167312964e+002	(-1.07860975882550e-006dB,-2.85537163129218e-002°)
2.40517823798995e+002	(-1.08010606736819e-006dB,-2.85735150985425e-002°)
2.40684595842545e+002	(-1.08160445114411e-006dB,-2.85933276123837e-002°)
2.40851483523738e+002	(-1.08310491208190e-006dB,-2.86131538639684e-002°)
2.41018486922757e+002	(-1.08460745500322e-006dB,-2.86329938628204e-002°)
2.41185606119840e+002	(-1.08611208280104e-006dB,-2.86528476184729e-002°)
2.41352841195278e+002	(-1.08761879643969e-006dB,-2.86727151404637e-002°)
2.41520192229421e+002	(-1.08912760170514e-006dB,-2.86925964383368e-002°)
2.41687659302673e+002	(-1.09063850052605e-006dB,-2.87124915216463e-002°)
2.41855242495494e+002	(-1.09215149386673e-006dB,-2.87324003999511e-002°)
2.42022941888400e+002	(-1.09366658847750e-006dB,-2.87523230828139e-002°)
2.42190757561962e+002	(-1.09518378435834e-006dB,-2.87722595798099e-002°)
2.42358689596809e+002	(-1.09670308247360e-006dB,-2.87922099005144e-002°)
2.42526738073623e+002	(-1.09822449053788e-006dB,-2.88121740545149e-002°)
2.42694903073144e+002	(-1.09974800951552e-006dB,-2.88321520514026e-002°)
2.42863184676167e+002	(-1.10127363844219e-006dB,-2.88521439007757e-002°)
2.43031582963544e+002	(-1.10280138792550e-006dB,-2.88721496122396e-002°)
2.43200098016182e+002	(-1.10433125603679e-006dB,-2.88921691954059e-002°)
2.43368729915045e+002	(-1.10586324374039e-006dB,-2.89122026598923e-002°)
2.43537478741152e+002	(-1.10739735875092e-006dB,-2.89322500153264e-002°)
2.43706344575579e+002	(-1.10893360396137e-006dB,-2.89523112713367e-002°)
2.43875327499460e+002	(-1.11047197647875e-006dB,-2.89723864375649e-002°)
2.44044427593980e+002	(-1.11201248594635e-006dB,-2.89924755236537e-002°)
2.44213644940387e+002	(-1.11355512947118e-006dB,-2.90125785392566e-002°)
2.44382979619980e+002	(-1.11509991476786e-006dB,-2.90326954940290e-002°)
2.44552431714116e+002	(-1.11664684569370e-006dB,-2.90528263976408e-002°)
2.44722001304210e+002	(-1.11819591935572e-006dB,-2.90729712597600e-002°)
2.44891688471732e+002	(-1.11974714153990e-006dB,-2.90931300900684e-002°)
2.45061493298209e+002	(-1.12130051803219e-006dB,-2.91133028982482e-002°)
2.45231415865223e+002	(-1.12285604786826e-006dB,-2.91334896939955e-002°)
2.45401456254415e+002	(-1.12441373876275e-006dB,-2.91536904870042e-002°)
2.45571614547481e+002	(-1.12597358782267e-006dB,-2.91739052869831e-002°)
2.45741890826174e+002	(-1.12753559794100e-006dB,-2.91941341036435e-002°)
2.45912285172304e+002	(-1.12909977876102e-006dB,-2.92143769467038e-002°)
2.46082797667737e+002	(-1.13066612835408e-006dB,-2.92346338258927e-002°)
2.46253428394396e+002	(-1.13223465154181e-006dB,-2.92549047509379e-002°)
2.46424177434263e+002	(-1.13380535218153e-006dB,-2.92751897315819e-002°)
2.46595044869372e+002	(-1.13537822834458e-006dB,-2.92954887775699e-002°)
2.46766030781819e+002	(-1.13695328870992e-006dB,-2.93158018986536e-002°)
2.46937135253754e+002	(-1.13853053231321e-006dB,-2.93361291045951e-002°)
2.47108358367385e+002	(-1.14010996397610e-006dB,-2.93564704051581e-002°)
2.47279700204976e+002	(-1.14169159044887e-006dB,-2.93768258101165e-002°)
2.47451160848848e+002	(-1.14327540883856e-006dB,-2.93971953292508e-002°)
2.47622740381382e+002	(-1.14486142300246e-006dB,-2.94175789723453e-002°)
2.47794438885012e+002	(-1.14644963486924e-006dB,-2.94379767491957e-002°)
2.47966256442232e+002	(-1.14804005601083e-006dB,-2.94583886696014e-002°)
2.48138193135593e+002	(-1.14963268256992e-006dB,-2.94788147433693e-002°)
2.48310249047700e+002	(-1.15122751454650e-006dB,-2.94992549803131e-002°)
2.48482424261220e+002	(-1.15282456254820e-006dB,-2.95197093902535e-002°)
2.48654718858875e+002	(-1.15442382464634e-006dB,-2.95401779830177e-002°)
2.48827132923443e+002	(-1.15602530662690e-006dB,-2.95606607684400e-002°)
2.48999666537762e+002	(-1.15762900656123e-006dB,-2.95811577563621e-002°)
2.49172319784726e+002	(-1.15923493505692e-006dB,-2.96016689566295e-002°)
2.49345092747287e+002	(-1.16084309018533e-006dB,-2.96221943790993e-002°)
2.49517985508454e+002	(-1.16245347676809e-006dB,-2.96427340336312e-002°)
2.49690998151294e+002	(-1.16406609576954e-006dB,-2.96632879300960e-002°)
2.49864130758931e+002	(-1.16568095297564e-006dB,-2.96838560783673e-002°)
2.50037383414548e+002	(-1.16729805127936e-006dB,-2.97044384883254e-002°)
2.50210756201384e+002	(-1.16891739068073e-006dB,-2.97250351698617e-002°)
2.50384249202737e+002	(-1.17053897889435e-006dB,-2.97456461328711e-002°)
2.50557862501962e+002	(-1.17216281399157e-006dB,-2.97662713872553e-002°)
2.50731596182472e+002	(-1.17378890561568e-006dB,-2.97869109429262e-002°)
2.50905450327738e+002	(-1.17541725087368e-006dB,-2.98075648097977e-002°)
2.51079425021288e+002	(-1.17704785458722e-006dB,-2.98282329977938e-002°)
2.51253520346710e+002	(-1.17868071964928e-006dB,-2.98489155168453e-002°)
2.51427736387648e+002	(-1.18031584991718e-006dB,-2.98696123768876e-002°)
2.51602073227804e+002	(-1.18195325214121e-006dB,-2.98903235878646e-002°)
2.51776530950939e+002	(-1.18359292149972e-006dB,-2.99110491597279e-002°)
2.51951109640873e+002	(-1.18523486570735e-006dB,-2.99317891024365e-002°)
2.52125809381481e+002	(-1.18687909151439e-006dB,-2.99525434259520e-002°)
2.52300630256699e+002	(-1.18852559602786e-006dB,-2.99733121402489e-002°)
2.52475572350520e+002	(-1.19017438503371e-006dB,-2.99940952553033e-002°)
2.52650635746996e+002	(-1.19182546046062e-006dB,-3.00148927811011e-002°)
2.52825820530236e+002	(-1.19347882809455e-006dB,-3.00357047276339e-002°)
2.53001126784408e+002	(-1.19513448697116e-006dB,-3.00565311049039e-002°)
2.53176554593740e+002	(-1.19679244480509e-006dB,-3.00773719229117e-002°)
2.53352104042514e+002	(-1.19845270159633e-006dB,-3.00982271916750e-002°)
2.53527775215076e+002	(-1.20011526120220e-006dB,-3.01190969212138e-002°)
2.53703568195826e+002	(-1.20178012748000e-006dB,-3.01399811215503e-002°)
2.53879483069225e+002	(-1.20344730332273e-006dB,-3.01608798027238e-002°)
2.54055519919792e+002	(-1.20511679355202e-006dB,-3.01817929747727e-002°)
2.54231678832103e+002	(-1.20678859913219e-006dB,-3.02027206477434e-002°)
2.54407959890796e+002	(-1.20846272295624e-006dB,-3.02236628316928e-002°)
2.54584363180565e+002	(-1.21013916888148e-006dB,-3.02446195366819e-002°)
2.54760888786164e+002	(-1.21181794172954e-006dB,-3.02655907727794e-002°)
2.54937536792404e+002	(-1.21349904150043e-006dB,-3.02865765500602e-002°)
2.55114307284157e+002	(-1.21518247398011e-006dB,-3.03075768786094e-002°)
2.55291200346353e+002	(-1.21686824399022e-006dB,-3.03285917685148e-002°)
2.55468216063980e+002	(-1.21855635249510e-006dB,-3.03496212298709e-002°)
2.55645354522087e+002	(-1.22024680045907e-006dB,-3.03706652727861e-002°)
2.55822615805780e+002	(-1.22193959463242e-006dB,-3.03917239073678e-002°)
2.56000000000224e+002	(-1.22363473597948e-006dB,-3.04127971437353e-002°)
2.56177507190645e+002	(-1.22533223125056e-006dB,-3.04338849920100e-002°)
2.56355137462326e+002	(-1.22703207948131e-006dB,-3.04549874623285e-002°)
2.56532890900611e+002	(-1.22873428645772e-006dB,-3.04761045648262e-002°)
2.56710767590901e+002	(-1.23043885410843e-006dB,-3.04972363096490e-002°)
2.56888767618658e+002	(-1.23214578629076e-006dB,-3.05183827069520e-002°)
2.57066891069402e+002	(-1.23385508879068e-006dB,-3.05395437668919e-002°)
2.57245138028714e+002	(-1.23556676160818e-006dB,-3.05607194996386e-002°)
2.57423508582233e+002	(-1.23728080860058e-006dB,-3.05819099153638e-002°)
2.57602002815658e+002	(-1.23899723266086e-006dB,-3.06031150242484e-002°)
2.57780620814746e+002	(-1.24071603861066e-006dB,-3.06243348364829e-002°)
2.57959362665315e+002	(-1.24243723030730e-006dB,-3.06455693622591e-002°)
2.58138228453243e+002	(-1.24416080775077e-006dB,-3.06668186117825e-002°)
2.58317218264465e+002	(-1.24588677769138e-006dB,-3.06880825952598e-002°)
2.58496332184978e+002	(-1.24761513820045e-006dB,-3.07093613229082e-002°)
2.58675570300838e+002	(-1.24934589988561e-006dB,-3.07306548049503e-002°)
2.58854932698161e+002	(-1.25107906178253e-006dB,-3.07519630516189e-002°)
2.59034419463121e+002	(-1.25281462774851e-006dB,-3.07732860731494e-002°)
2.59214030681954e+002	(-1.25455260164087e-006dB,-3.07946238797871e-002°)
2.59393766440953e+002	(-1.25629298538826e-006dB,-3.08159764817838e-002°)
2.59573626826475e+002	(-1.25803578477666e-006dB,-3.08373438893993e-002°)
2.59753611924933e+002	(-1.25978100366337e-006dB,-3.08587261128972e-002°)
2.59933721822802e+002	(-1.26152864301272e-006dB,-3.08801231625529e-002°)
2.60113956606616e+002	(-1.26327870186039e-006dB,-3.09015350486452e-002°)
2.60294316362969e+002	(-1.26503119563563e-006dB,-3.09229617814639e-002°)
2.60474801178516e+002	(-1.26678611565947e-006dB,-3.09444033713009e-002°)
2.60655411139972e+002	(-1.26854347253953e-006dB,-3.09658598284589e-002°)
2.60836146334110e+002	(-1.27030326434716e-006dB,-3.09873311632473e-002°)
2.61017006847766e+002	(-1.27206550168996e-006dB,-3.10088173859798e-002°)
2.61197992767835e+002	(-1.27383018167495e-006dB,-3.10303185069826e-002°)
2.61379104181271e+002	(-1.27559730623078e-006dB,-3.10518345365828e-002°)
2.61560341175091e+002	(-1.27736688789372e-006dB,-3.10733654851202e-002°)
2.61741703836370e+002	(-1.27913892280645e-006dB,-3.10949113629386e-002°)
2.61923192252245e+002	(-1.28091341482629e-006dB,-3.11164721803898e-002°)
2.62104806509912e+002	(-1.28269036973921e-006dB,-3.11380479478326e-002°)
2.62286546696628e+002	(-1.28446978754521e-006dB,-3.11596386756332e-002°)
2.62468412899711e+002	(-1.28625167595890e-006dB,-3.11812443741657e-002°)
2.62650405206539e+002	(-1.28803603690895e-006dB,-3.12028650538083e-002°)
2.62832523704551e+002	(-1.28982287135969e-006dB,-3.12245007249517e-002°)
2.63014768481246e+002	(-1.29161218606141e-006dB,-3.12461513979885e-002°)
2.63197139624184e+002	(-1.29340398101411e-006dB,-3.12678170833209e-002°)
2.63379637220987e+002	(-1.29519826489674e-006dB,-3.12894977913597e-002°)
2.63562261359335e+002	(-1.29699503481632e-006dB,-3.13111935325198e-002°)
2.63745012126971e+002	(-1.29879429848748e-006dB,-3.13329043172275e-002°)
2.63927889611698e+002	(-1.30059605398155e-006dB,-3.13546301559104e-002°)
2.64110893901380e+002	(-1.30240031576346e-006dB,-3.13763710590101e-002°)
2.64294025083942e+002	(-1.30420707804725e-006dB,-3.13981270369696e-002°)
2.64477283247371e+002	(-1.30601634854752e-006dB,-3.14198981002424e-002°)
2.64660668479712e+002	(-1.30782812437131e-006dB,-3.14416842592884e-002°)
2.64844180869074e+002	(-1.30964241612621e-006dB,-3.14634855245749e-002°)
2.65027820503626e+002	(-1.31145922188358e-006dB,-3.14853019065762e-002°)
2.65211587471598e+002	(-1.31327855225102e-006dB,-3.15071334157742e-002°)
2.65395481861282e+002	(-1.31510040819285e-006dB,-3.15289800626578e-002°)
2.65579503761030e+002	(-1.31692478874476e-006dB,-3.15508418577232e-002°)
2.65763653259257e+002	(-1.31875169969271e-006dB,-3.15727188114741e-002°)
2.65947930444436e+002	(-1.32058114392968e-006dB,-3.15946109344204e-002°)
2.66132335405106e+002	(-1.32241312820597e-006dB,-3.16165182370827e-002°)
2.66316868229863e+002	(-1.32424765252158e-006dB,-3.16384407299831e-002°)
2.66501529007367e+002	(-1.32608472169815e-006dB,-3.16603784236575e-002°)
2.66686317826340e+002	(-1.32792433959300e-006dB,-3.16823313286436e-002°)
2.66871234775562e+002	(-1.32976651006342e-006dB,-3.17042994554895e-002°)
2.67056279943879e+002	(-1.33161123696675e-006dB,-3.17262828147506e-002°)
2.67241453420196e+002	(-1.33345852319595e-006dB,-3.17482814169864e-002°)
2.67426755293479e+002	(-1.33530836875104e-006dB,-3.17702952727687e-002°)
2.67612185652758e+002	(-1.33716078423962e-006dB,-3.17923243926723e-002°)
2.67797744587124e+002	(-1.33901576773303e-006dB,-3.18143687872837e-002°)
2.67983432185728e+002	(-1.34087332501724e-006dB,-3.18364284671909e-002°)
2.68169248537785e+002	(-1.34273345898524e-006dB,-3.18585034429966e-002°)
2.68355193732570e+002	(-1.34459617253001e-006dB,-3.18805937253018e-002°)
2.68541267859423e+002	(-1.34646146854453e-006dB,-3.19026993247232e-002°)
2.68727471007742e+002	(-1.34832935763641e-006dB,-3.19248202518805e-002°)
2.68913803266990e+002	(-1.35019983305537e-006dB,-3.19469565174018e-002°)
2.69100264726690e+002	(-1.35207290733765e-006dB,-3.19691081319226e-002°)
2.69286855476429e+002	(-1.35394857855461e-006dB,-3.19912751060856e-002°)
2.69473575605854e+002	(-1.35582684863490e-006dB,-3.20134574505418e-002°)
2.69660425204676e+002	(-1.35770772722181e-006dB,-3.20356551759463e-002°)
2.69847404362667e+002	(-1.35959121527965e-006dB,-3.20578682929673e-002°)
2.70034513169662e+002	(-1.36147731570142e-006dB,-3.20800968122747e-002°)
2.70221751715558e+002	(-1.36336603138010e-006dB,-3.21023407445482e-002°)
2.70409120090314e+002	(-1.36525736906598e-006dB,-3.21246001004765e-002°)
2.70596618383952e+002	(-1.36715133068772e-006dB,-3.21468748907535e-002°)
2.70784246686557e+002	(-1.36904791720966e-006dB,-3.21691651260819e-002°)
2.70972005088273e+002	(-1.37094713827506e-006dB,-3.21914708171679e-002°)
2.71159893679312e+002	(-1.37284899099095e-006dB,-3.22137919747322e-002°)
2.71347912549944e+002	(-1.37475348403628e-006dB,-3.22361286094983e-002°)
2.71536061790503e+002	(-1.37666061644672e-006dB,-3.22584807321956e-002°)
2.71724341491388e+002	(-1.37857039882988e-006dB,-3.22808483535654e-002°)
2.71912751743056e+002	(-1.38048282636412e-006dB,-3.23032314843545e-002°)
2.72101292636030e+002	(-1.38239791062137e-006dB,-3.23256301353159e-002°)
2.72289964260896e+002	(-1.38431564870866e-006dB,-3.23480443172096e-002°)
2.72478766708301e+002	(-1.38623605026925e-006dB,-3.23704740408068e-002°)
2.72667700068956e+002	(-1.38815911241018e-006dB,-3.23929193168825e-002°)
2.72856764433635e+002	(-1.39008484284606e-006dB,-3.24153801562236e-002°)
2.73045959893173e+002	(-1.39201324639853e-006dB,-3.24378565696176e-002°)
2.73235286538471e+002	(-1.39394432403193e-006dB,-3.24603485678633e-002°)
2.73424744460492e+002	(-1.39587808056788e-006dB,-3.24828561617709e-002°)
2.73614333750260e+002	(-1.39781452179237e-006dB,-3.25053793621511e-002°)
2.73804054498865e+002	(-1.39975364674106e-006dB,-3.25279181798260e-002°)
2.73993906797458e+002	(-1.40169546216425e-006dB,-3.25504726256244e-002°)
2.74183890737255e+002	(-1.40363997288357e-006dB,-3.25730427103819e-002°)
2.74374006409534e+002	(-1.40558717986337e-006dB,-3.25956284449446e-002°)
2.74564253905636e+002	(-1.40753708792527e-006dB,-3.26182298401616e-002°)
2.74754633316967e+002	(-1.40948970285525e-006dB,-3.26408469068925e-002°)
2.74945144734995e+002	(-1.41144502176032e-006dB,-3.26634796560037e-002°)
2.75135788251252e+002	(-1.41340305910541e-006dB,-3.26861280983692e-002°)
2.75326563957333e+002	(-1.41536381006887e-006dB,-3.27087922448705e-002°)
2.75517471944896e+002	(-1.41732728140099e-006dB,-3.27314721063958e-002°)
2.75708512305665e+002	(-1.41929347695910e-006dB,-3.27541676938440e-002°)
2.75899685131424e+002	(-1.42126239867185e-006dB,-3.27768790181169e-002°)
2.76090990514024e+002	(-1.42323404943223e-006dB,-3.27996060901270e-002°)
2.76282428545378e+002	(-1.42520844177648e-006dB,-3.28223489207936e-002°)
2.76473999317463e+002	(-1.42718556991866e-006dB,-3.28451075210435e-002°)
2.76665702922319e+002	(-1.42916544060906e-006dB,-3.28678819018103e-002°)
2.76857539452052e+002	(-1.43114805674065e-006dB,-3.28906720740383e-002°)
2.77049508998829e+002	(-1.43313342795673e-006dB,-3.29134780486749e-002°)
2.77241611654882e+002	(-1.43512155039997e-006dB,-3.29362998366779e-002°)
2.77433847512510e+002	(-1.43711242889203e-006dB,-3.29591374490121e-002°)
2.77626216664070e+002	(-1.43910607211185e-006dB,-3.29819908966491e-002°)
2.77818719201989e+002	(-1.44110247716644e-006dB,-3.30048601905712e-002°)
2.78011355218754e+002	(-1.44310165659208e-006dB,-3.30277453417645e-002°)
2.78204124806917e+002	(-1.44510360749578e-006dB,-3.30506463612226e-002°)
2.78397028059097e+002	(-1.44710833469918e-006dB,-3.30735632599507e-002°)
2.78590065067973e+002	(-1.44911584398825e-006dB,-3.30964960489576e-002°)
2.78783235926290e+002	(-1.45112613825596e-006dB,-3.31194447392647e-002°)
2.78976540726859e+002	(-1.45313922135965e-006dB,-3.31424093418929e-002°)
2.79169979562554e+002	(-1.45515509619228e-006dB,-3.31653898678781e-002°)
2.79363552526311e+002	(-1.45717376757551e-006dB,-3.31883863282619e-002°)
